DATA;PLACA;CHASSI;MARCA;MODELO;VEICULO;Local Sinistro;ZONA/ESTADO DO SINISTRO;;
3/12/13 19:21;EJM8751;9C2ND0920AR001923;HONDA ;XRE 300 ;MOTOCICLETA;AVENIDA PRESIDENTE ARTUR DA COSTA E SILVA/ ESQUINA COM RUA ORATORIO, SÃO RAFAEL, SÃO PAULO/SP;ZONA LESTE/SP;;
6/12/13 16:13;FAP9223;9C2JC4820DR509101;HONDA;BIZ 125 ES ;MOTOCICLETA;R GUARIZINHO, 205 - CASA VERDE MÉDIA - SÃO PAULO / SP;ZONA NORTE/SP;;
8/12/13 19:22;CFY5247 ;9C6KG0490E0009832;YAMAHA;FAZER YS 250;MOTOCICLETA;RUA RODOLFO FERNANDES, 33 - PARQUE SÃO LUCAS / SP;ZONA LESTE/SP;;
8/12/13 19:28;EZB1970;JYARJ14F98A000394;YAMAHA;FZ6 FAZER N HG;MOTOCICLETA;AV. GENERAL EDGAR FACÓ - PIRITUBA / SP;ZONA OESTE/SP;;
8/12/13 22:38;EXC9612;96PZRAM18BFS00613;KAWASAKI;Z750 ABS;MOTOCICLETA;ESTRADA DO CAMPO LIMPO, 5000 - CAMPO LIMPO / SP;ZONA SUL/SP;;
10/12/13 14:12;FZF0010;JYARN19578A000320;YAMAHA;YZF R1;MOTOCICLETA;RUA MARONITAS, 135 - JARDIM SANTO ANDRE / SP;ABCD/SP;;
11/12/13 8:05;ECB5872;9CDGR7DAJ8M003490;SUZUKI;GSXR 750;MOTOCICLETA;RUA NITEMAR BORDA, 151 - SACOMÃ / SP;ZONA OESTE/SP;;
12/12/13 10:14;EUB0391;95PZBN7HPBB027463;HYUNDAI ;H.R 2.5TCI HD ;UTILITARIO;RUA DIANOPOLIS, 4071 - VILA PRUDENTE / SP;ZONA LESTE/SP;;
15/12/13 14:25;BRY3171;9C6KM003060003631;YAMAHA;XT 660R;MOTOCICLETA;AV. ANTONIO SYLVIO CUNHA BUENO, 2153 - JARDIM UNIÃO / SP;ABCD/SP;;
15/12/13 14:33;NYG7672;9C6KJ0040C0000617;YAMAHA;XJ6 N;MOTOCICLETA;RUA DOMINGOS DE AFFONSO, 488 - VILA SANTA CLARA / SP;ZONA LESTE/SP;;
16/12/13 21:29;EHT4441;9CC??44416BZD65DD;YAMAHA;XJ6 N;MOTOCICLETA;RUA TRISTÃO MARIANO, S/N - BOSQUE DA SAUDE / SP;ZONA SUL/SP;;
19/12/13 22:18;DRW9584;9C6KM003050002715;YAMAHA;XT 660R;MOTOCICLETA;RUA BALTAZAR GONÇALVES MALHO, 101 - ITAIM PAULISTA / SP;ZONA LESTE/SP;;
19/12/13 22:45;FHV7839;9C6KG0460E0094174;YAMAHA;FAZER YS 250 ;MOTOCICLETA;AV. PADRE GUERINO RICIOTI, S/N - VILA MENK / SP;ZONA OESTE/SP;;
26/12/13 13:21;FIF1179;9C6KG0660ED000516;YAMAHA;YS 150 FAZER ED;MOTOCICLETA;RUA ADOLPHO TABACOW, 218 - ITAIM BIBI / SP;ZONA SUL/SP;;
29/12/13 6:32;FAV9137;9C2ND1110DR001015;HONDA;XRE 300;MOTOCICLETA;AV. ITABERABA, 1863 - NOSSA SENHORA DO Ó / SP;ZONA NORTE/SP;;
30/12/13 7:25;HBO1314;9C29C36005R000100;HONDA;CB600F HORNET ;MOTOCICLETA;AVENIDA PROFESSOR ANHAIA MELO, 1400 - ;ZONA LESTE/SP;;
30/12/13 18:25;CDX4794;9C2PC320WWR003489;HONDA;CB 500;MOTOCICLETA;RUA JOSE GUIMARÃES, 12 - VILA SIRIA / SP;ZONA LESTE/SP;;
31/12/13 22:17;FKL5825;96PEXBK14CFS03166;KAWASAKI;NINJA 250R;MOTOCICLETA;AVENIDA RIO DAS PEDRAS, 555 - ARICANDUVA / SP;ZONA LESTE/SP;;
7/1/14 11:52;EXK4569;9C2KC1690DR001627;HONDA;CG 150 FAN ESDI;MOTOCICLETA;AVENIDA ROQUE PETRONI JUNIOR, 1089 - VILA GERTRUDES / SP;ZONA SUL/SP;;
9/1/14 23:35;FEL5232;9C6KM0030D0019730;YAMAHA;XT 660R;MOTOCICLETA;RUA FREDERICO ALBUQUERQUE, 63 - JABAQUARA;ZONA SUL/SP;;
11/1/14 15:59;EWG8606;96PEXCE13DFS00133;KAWASAKI;NINJA 650R; MOTOCICLETA ;AV. SETE DE SETEMBRO, 768 - CENTRO;ABCD/SP;;
13/1/14 17:02;EXK7623;9C2KC1650DR307690;HONDA;CG 150 TITAN ESD ;MOTOCICLETA;RUA LÍBERO BADARÓ COM AV. SÃO JOÃO, CENTRO, SÃO PAULO/SP;CENTRO/SP;;
14/1/14 12:41;EEB0658;9CDGP75AJBM102595;SUZUKI;BANDIT 650 ;MOTOCICLETA;RUA MARECHAL BARBACENA, 1302 - VILA REGENTE FEIJÓ / SP;ZONA LESTE/SP;;
15/1/14 20:30;EXH3562;9C2PC4210DR002746;HONDA;CB600F HORNET ;MOTOCICLETA;AV. ALCÂNTARA MACHADO - TATUAPÉ - SÃO PAULO/SP;ZONA LESTE/SP;;
17/1/14 7:05;FKL7119;96PEXBK16CFS00222;KAWASAKI;NINJA 250R ;MOTOCICLETA;AVENIDA SAPOPEMBA, 11530, JARDIM ADUTORA;ZONA LESTE/SP;;
17/1/14 13:42;LUB4951 ;9C2KC1660DR520226;HONDA;CG 150 TITAN EX ;MOTOCICLETA;AVENIDA WASHINGTON LUIZ, S/N - RIO DE JANEIRO / RJ;RIO DE JANEIRO - RJ ;;
17/1/14 19:54;EHA1965;JH2SC599X8K020181;HONDA;CBR 1000RR;MOTOCICLETA;RUA CAOPIÁ / RUA COSTA BARROS - JARDIM GUAIRACÁ - SÃO PAULO/SP;ZONA LESTE/SP;;
17/1/14 21:49;FAP9305;96PEXHB11DFS00312;KAWASAKI;NINJA 300 ABS;MOTOCICLETA;AV. MIGUEL ESTÉFANO, 1663 - SAÚDE - SÃO PAULO/SP;ZONA SUL/SP;;
19/1/14 17:24;GCB2122;9CDGR7LAJCM106675;SUZUKI;GSXR 750 ;MOTOCICLETA;AV. VINTE E TRES DE MAIO, 635 - VILA MARIANA / SP;ZONA SUL/SP;;
20/1/14 18:11;FAY9749;9C2ND1110DR006167;HONDA;XRE 300;MOTOCICLETA;R FLÓRIDA, 1971 - CIDADE MONÇÕES - SÃO PAULO / SP;ZONA SUL/SP;;
22/1/14 21:16;EOH1414;96PERCD1XBFS00445;KAWASAKI;ER 6N;MOTOCICLETA;AVENIDA MATEO BEI, 2000 - SÃO MATEUS / SP;ZONA LESTE/SP;;
23/1/14 1:16;EXB6215;9C6KG0450E0027455;YAMAHA;XTZ 250 TENÉRÉ;MOTOCICLETA;PONTE DO PIQUERI, LAPA / SP;ZONA NORTE/SP;;
23/1/14 16:17;FFJ3441;9C2ND1010DR305454;HONDA;NX 400I FALCON;MOTOCICLETA;AV. ANGELICA, 525 - CONSOLAÇÃO / SP;CENTRO/SP;;
23/1/14 18:32;LLI9165;JKAZRCE17BA003114;KAWASAKI;Z1000 ABS;MOTOCICLETA;RUA IBITURUNA, 99 - MARACANÃ / RJ;RIO DE JANEIRO - RJ ;;
24/1/14 13:30;DTB8593;8AC9036628E001822;MERCEDES BENZ;SPRINTER;UTILITARIO;ESTRADA DAS LAGRIMAS, S/N - SACOMÃ / SP;ZONA OESTE/SP;;
24/1/14 22:18;EXJ0375;96PEXHB16DFS00371;KAWASAKI;NINJA 300;MOTOCICLETA;AVENIDA SENADOR TEOTÔNIO VILEL, ESQUINA COM AVENIDA DO JANGADEIRO - CIDADE DUTRA - S.PAULO  SP;ZONA SUL/SP;;
24/1/14 23:30;EQN2748;8AFER13P0BJ326655;FORD;RANGER;CARRO;RUA ITABAIANA, 774 - BELENZINHO - SÃO PAULO / SP;CENTRO/SP;;
25/1/14 23:18;FAY5373;96PZXDJ14CFS00265;KAWASAKI;ZX 10R;MOTOCICLETA;RUA FRANCISCO LAGES, 49 - VILA ANTONIO - SÃO PAULO/SP;ZONA OESTE/SP;;
28/1/14 12:15;FGV3537;93FGR250CDM013167;KASINSKI;COMET 250;MOTOCICLETA;RUA RUI BARBOSA, 156 - BELA VISTA / SP;CENTRO/SP;;
29/1/14 8:35;FIF9368;9C6KE1550E0027006;YAMAHA;CRYPTON;MOTOCICLETA;RUA DOUTOR CESARIO MOTA JR, 58 - VILA BUARQUE / SP;CENTRO/SP;;
29/1/14 9:56;EWF7914;902KC1680ER429150;HONDA;CG 150 FAN ESDI;MOTOCICLETA;ALAMEDA SANTOS, S/N - BELA VISTA / SP;CENTRO/SP;;
29/1/14 10:50;EXA1100;9C2KE1650ER003024;HONDA;CG 150 TITAN ESD;MOTOCICLETA;RUA SÃO CARLOS DO PINHAL,248 - BELA VISTA / SP;CENTRO/SP;;
29/1/14 21:56;CFY6992;9C2KD0540ER401014;HONDA;NXR 150 BROS MIX ESD ;MOTOCICLETA;RUA PADRE ADELINO, 1000 - QUARTA PARADA - SÃO PAULO/SP;ZONA LESTE/SP;;
30/1/14 17:45;MBO8176;9BD15802524295033;FIAT;UNO MILLE FIRE;CARRO;RUA ELISIO FERREIRA, 351 - CIDADE SÃO MATEUS / SP;ZONA LESTE/SP;;
31/1/14 19:10;EXH7042;96PERCF11DFS00205;KAWASAKI;ER-6N ABS;MOTOCICLETA;AV. DO CAFÉ, 277 - VILA GUARANI - SÃO PAULO/SP;ZONA SUL/SP;;
1/2/14 19:12;EJN2159;96PZRAL14AFS01581;KAWASAKI ;Z750;MOTOCICLETA;AV. PIRAPORINHA/VIA ANCHIETA, SÃO BERNADO DO CAMPO/SP;ABCD/SP;;
1/2/14 19:25;EXF2057;96PEXBK17AFS06009;KAWASAKI ;NINJA 250R ;MOTOCICLETA;RUA COSTA BARROS, S/N, SANTO ANDRÉ/SP;ABCD/SP;;
2/2/14 13:13;BPS7013;96PEXBK16CFS01564;KAWASAKI ;NINJA 250R;MOTOCICLETA;RUA DORIZON - CHACARÁ BELENZINHO, SÃO PAULO/SP;ZONA LESTE/SP;;
4/2/14 20:18;EXF9716;93FGR250CCM011791;KASINSKI;COMET 250R;MOTOCICLETA;AV. ENGENHEIRO LUIZ CARLOS BERRINI, S/N - ITAIM BIBI / SP;ZONA OESTE/SP;;
6/2/14 12:15;FNV1031;9C6KG0650E0005974;YAMAHA;YS 150 FAZER ED;MOTOCICLETA;RUA MARINA, 95 - CENTRO SANTO ANDRÉ;ABCD/SP;;
9/2/14 0:00;EWG6672;93FGR250CCM011789;KASINSKI;COMET 250R;MOTOCICLETA;Av. Alda, 3833 – Eldorado- São Paulo/SP;ZONA SUL/SP;;
10/2/14 16:50;ESR1244;9C2NC4910ER003878;YAMAHA ;YS 150 FAZER ED;MOTOCICLETA;R PE. JOÃO MANOEL, 1039 - CERQUEIRA CÉSAR - SÃO PAULO / SP;CENTRO/SP;;
10/2/14 21:20;DWY6100;JH2PC4098ZM000981;HONDA;CBR 600RR;MOTOCICLETA;AV. ALMIRANTE DELAMARE, CIDADE NOVA HELIOPOLIS / SP;ZONA SUL/SP;;
11/2/14 14:35;ELJ0974;9BWDB05U9AT210660;VOLKSWAGEN;VOYAGE 1.6 ;CARRO;Rua Justino Boschete,Vila Medeiro- São Paulo /SP;ZONA NORTE/SP;;
12/2/14 11:36;FAY3169;9C6KE1500B0037956;YAMAHA ;YBR 125K FACTOR ;MOTOCICLETA;R PRF. WILFRIDES A DE LIMA, 53 - BARRA FUNDA - SÃO PAULO / SP;ZONA OESTE/SP;;
15/2/14 0:09;EJR1359;96PEXBK1XAFS00138;KAWASAKI;NINJA 250R;MOTOCICLETA;RUA GASPARINO LUNARDI, 60 - JARDIM DAS FLORES - OSASCO/SP;ZONA OESTE/SP;;
20/2/14 10:59;EXL4096;9C6KG0650E0003348;YAMAHA;YS 150 FAZER ED;MOTOCICLETA;RUA APENINOS, 237 - ACLIMAÇÃO / SP;ZONA SUL/SP;;
22/2/14 16:28;FJB2805;9C2PC4230DR701948;HONDA;CBR600F ABS;MOTOCICLETA; R Armindo Guaraná, 104 - Vila Regente Feijó - São Paulo/SP;ZONA LESTE/SP;;
22/2/14 20:09;FGV3419;96PZRJB10DFS00286;KAWASAKI;Z800;MOTOCICLETA;RUA MARIA RAMOS, 28 - JARDIM BRASÍLIA - SÃO BERNARDO DO CAMPO/SP;ABCD/SP;;
23/2/14 22:08;EJO1337;96PZRAL16AFS00254;KAWASAKI;Z750;MOTOCICLETA;RUA LUIS PEREIRA DA SILVA, PRÓXIMO A PÇA. JULIO SCANTIMBURGO - PQ.RESIDENCIAL ORATÓRIO;ZONA LESTE/SP;;
25/2/14 14:12;EXY3483;8AC903662BE050910;MERCEDES BENZ;311 CDI STREET;UTILITARIO;Marcos Arruda, São Paulo X Avenida Celso Garcia, São Paulo;ZONA LESTE/SP;;
27/2/14 10:58;FIF5742;9C2NC4910DRO17821;HONDA;CB 300R;MOTOCICLETA;Maria Antonia,291 Higienópolis;ZONA OESTE/SP;;
28/2/14 17:08;ITB8225;3VWPE61K0CM673520;VOLKSWAGEN;JETTA VARIANT;CARRO;RUA GRANADA, 241 - PARQUE SEVILHA - SÃO PAULO/SP;ZONA LESTE/SP;;
2/3/14 18:00;EQS3357;96PZRAL16AFS01985;KAWASAKI;Z 750;MOTOCICLETA;RODOVIA FERNÃO DIAS, 61 KM;INTERIOR SP / SP;;
7/3/14 12:14;CFY6143;9C6KG0490E0010477;YAMAHA;FAZER YS 250;MOTOCICLETA;RUA MONSENHOR ANDRADE - BRAS / SP;CENTRO/SP;;
9/3/14 6:23;DNG1444;9CDGV75AJ6M001232;SUZUKI;SUZUKI BANDIT 1200S ;MOTOCICLETA;RODOVIA ANHANGUERA, KM 17;ZONA NORTE/SP;;
9/3/14 14:52;EXC0811;9C2PC4210BR500873;HONDA;CB600F HORNET ;MOTOCICLETA;AV. MARECHAL TITO, 3333 - JARDIM MAIA / SP;ZONA LESTE/SP;;
9/3/14 19:55;EXK9924;96PLECD16DFS00027;KAWASAKI ;VERSYS ABS ;MOTOCICLETA;RUA DOUTOR JOÃO GUALBERTO DE OLIVEIRA, PRÓXIMO SHOPPING INTERLAGOS - SÃO PAULO;ZONA SUL/SP;;
9/3/14 20:33;FIE6421;9C6KG0460E0095505;YAMAHA;FAZER YS 250;MOTOCICLETA;RUA DR. HENRIQUE CALDERAZZO, 243 - PARAÍSO - SANTO ANDRÉ / SP;ABCD/SP;;
10/3/14 12:01;EWH9279;9C2NC4910DR007507;HONDA;CB 300R;MOTOCICLETA;RUA CAPOTE VALENTE, 1121 - PINHEIROS / SP;ZONA OESTE/SP;;
16/3/14 8:05;EOU4286;9CDGT78AJBM105216;SUZUKI;GSXR 1000;MOTOCICLETA;Avenida Engenheiro George Corbisier, jabaquara;ZONA SUL/SP;;
17/3/14 8:48;FIE5993;9C2KD0540ER029977;HONDA ;150 BROS KS;MOTOCICLETA;Rua Capitão Salomão, 27 – Centro/SP;CENTRO/SP;;
17/3/14 12:24;MTF9994;9C2PC3200YR001777;HONDA;CB 500;MOTOCICLETA;RUA FAUSTO FERRAZ,132 BELA VISTA/SP;CENTRO/SP;;
17/3/14 17:59;FKJ7274 ;9C6KG0460E0093868;HONDA;FAZER YS 250;MOTOCICLETA;R CARIJÓS, 66 - VILA LINDA - SANTO ANDRÉ / SP;ABCD/SP;;
18/3/14 11:20;EXJ0999;9C2ND1110ER000230;HONDA;XRE 300;MOTOCICLETA;Rua Andaraí,267 Vila Maria, São Paulo ;ZONA NORTE/SP;;
18/3/14 11:20;FHX5395;9C6KJ0060D0002210;YAMAHA;XJ6 N;MOTOCICLETA;Rua Padre Manoel da Nóbrega - Campo da Aviacao;LITORAL/SP;;
18/3/14 16:53;FQJ6969;JKAZRDL179A076925;KAWASAKI;Z750;MOTOCICLETA;Rua Marechal Cândido Rondon,20 Osvaldo Cruz – São Caetano do Sul-SP;ABCD/SP;;
18/3/14 18:35;KQO7545;9C6KJ0060D0004589;YAMAHA;XJ6 N;MOTOCICLETA;RUA PROFESSOR EURICO RABELO - MARACANÃ - RIO DE JANEIRO/RJ;RIO DE JANEIRO - RJ ;;
20/3/14 22:01;EXH6115;9C6KE1940E0016936;YAMAHA;YBR 125 ED FACTOR ;MOTOCICLETA;RUA SENADOR FLÁQUER, 400 - CENTRO - SANTO ANDRÉ/SP;ABCD/SP;;
24/3/14 22:31;EXF6108;93FGR250ABM006667;KASINSKI;COMET 250R;MOTOCICLETA;RUA CEL. ORTIZ, 803 - CENTRO - SANTO ANDRÉ/SP;ABCD/SP;;
25/3/14 18:33;FKL4184;9C2PC4210DR002531;HONDA;CB600F HORNET ;MOTOCICLETA;R MARINA CIUFULI ZANFELICE, 227 - LAPA - SÃO PAULO / SP;ZOAN OESTE/SP;;
25/3/14 21:16;EWV0017;JH2SC599XCK400291;HONDA;CBR 1000RR;MOTOCICLETA;RUA ANA PIMENTEL, 21 - CENTRO - SÃO VICENTE - SP;LITORAL/SP;;
25/3/14 22:06;FKL5484;9C6KG0450E0027967;YAMAHA;XTZ 250 TENERE ;MOTOCICLETA;R: Dom Luiz Lazanha-Ipiranga, São Paulo-SP;ZONA SUL/SP;;
26/3/14 3:49;FKB9626 ;9C6KJ0060D0003799;YAMAHA;XJ6 N;MOTOCICLETA;AVENIDA GENERAL MARCONDES SALGADO, 331, CAMPO AVIAÇÃO, PRAIA GRANDE-SP;LITORAL/SP;;
28/3/14 5:42;FLP2078;9C6KG0150E0025997;YAMAHA;XTZ 250 TENERE ;MOTOCICLETA; AVENIDA VISCONDE DE ARARUAMA, 89;ABCD/SP;;
28/3/14 6:54;CGJ9890;9C2PC320WWR001255;HONDA;CB 500;MOTOCICLETA; RUA EUGENIO FEDER, 136;ZONA LESTE/SP;;
29/3/14 18:30;FJB1632;96PEXCC10CFS00463;KAWASAKI;NINJA 650 R ABS;MOTOCICLETA;RUA JAGUARI, 433-BOSQUE DA SAUDE - SÃO PAULO;ZONA SUL/SP;;
31/3/14 19:38;KPX3311;9C2PC4820ER500288;HONDA;CB 500;MOTOCICLETA;AV.PROF. MANUEL DE ABREU, ESQUINA COM RUA SÃO FRANCISCO XAVIER - VL.ISABEL - RIO DE JANEIRO;RIO DE JANEIRO - RJ ;;
2/4/14 16:51;HNI9511;9BGRX4810AG222832;GM;CELTA 4P SPIRIT ;CARRO;R GUARABU, 168 - JARDIM RUTH - SÃO PAULO / SP;ABCD/SP;;
6/4/14 12:39;EXB6365;96PZRAL11BFS03242;KAWASAKI;Z750;MOTOCICLETA;Avenida Príncipe de Gales, 821 - Príncipe de Gales, Santo André - SP;ABCD/SP;;
9/4/14 15:45;FAY9746;9C2PC4220DR000396;HONDA;CB 600F HORNET ABS ;MOTOCICLETA;Rua Barão do Triunfo, Brooklin Paulista, São Paulo, Brasil;ZONA SUL/SP;;
9/4/14 7:35;FRL1608 ;96PZRAL11AFS01621;KAWASAKI;Z750;MOTOCICLETA; RUA ARCANJO ANAEL, 36;ZONA NORTE/SP;;
13/4/14 18:41;FAY2670;9C6KJ0040C0005480;YAMAHA;XJ6 N;MOTOCICLETA;Av. Jacu-Pêssego Nova Trabalhadores - Vila Jacui - São Paulo/SP;ZONA LESTE/SP;;
17/4/14 10:13;CJW8573;9C64XT000V0001460;YAMAHA;VIRAGO 250;MOTOCICLETA;RUA ESTELA, 115, PARAISO, SÃO PAULO/SP;ZONA SUL/SP;;
17/4/14 15:34;DZS1631;JH25C27947M301527;HONDA ;CBR 1000RR ;MOTOCICLETA;AVENIDA DIREITOS HUMANOS, 722;ZONA NORTE/SP;;
17/4/14 20:23;EUG7911;9BGXH68X0CC188631;GM;CORSA HATCH MAXX ;CARRO;Rua Andaraí , Vila Floresta, Santo André/SP;ABCD/SP;;
19/4/14 14:50;FMC2005;JH2SC57965M100256;HONDA;CBR 1000RR;MOTOCICLETA;Rua José Saturnino Martins, Campanário, São Paulo, Brasil;ABCD/SP;;
25/4/14 14:00;EIY8805;KMHJM81BBAU076201;HYUNDAI ;TUCSON ;CARRO;AV. SETE DE SETEMBRO, CENTRO - DIADEMA;ABCD/SP;;
27/4/14 18:51;FSZ2933;9C2PC4810ER000863;HONDA;CB 500 ;MOTOCICLETA;TRAVESSA DA AV. GENERAL EDGAR FACÓ - PIRITUBA - SÃO PAULO/SP;ZONA NORTE/SP;;
27/4/14 20:31;EXC8979;96PZRAL16BFS03009;KAWASAKI;Z750;MOTOCICLETA;Av. Guarapiranga, 1200, Vila Socorro, São Paulo - SP;ZONA SUL/SP;;
28/4/14 19:20;LRA3668;9C2RC6410DR001494;HONDA;NC 700X;MOTOCICLETA;AV ÉDSON, 2641 - SÃO GONÇALO / RJ;RIO DE JANEIRO - RJ ;;
29/4/14 18:44;EJR0870;9C6KG0270A0010252;YAMAHA;FAZER YS250 ;MOTOCICLETA;Rua Cora Coralina - Alto Industrial - São Bernardo do Campo - SP;ABCD/SP;;
30/4/14 4:42;DPE5505;93W244M2372014404;FIAT;DUCATO;UTILITARIO;RUA UM, 47 - JARDIM ITAMARACÁ - SUZANO/SP;INTERIOR/SP;;
30/4/14 12:29;ESN3751;9C6KG0490E0006944;YAMAHA;FAZER YS250;MOTOCICLETA;AVENIDA DO ESTADO - SANTO ANDRE/SP;ABCD/SP;;
1/5/14 15:14;DOU8429;SMT502FP76J206407;TRIUMPH ;DAYTONA 955I ;MOTOCICLETA;AV ARMANDO ÍTALO SETTI, 183 - VILA BAETA NEVES - SÃO BERNARDO DO CAMPO / SP;ABCD/SP;;
4/5/14 20:27;EWH5924;96PERCC1XBFS00365;KAWASAKI;ER-6N;MOTOCICLETA;RUA DAVID EID, 1122 - INTERLAGOS/SP;ZONA SUL/SP;;
6/5/14 9:37;EXC2430;9C2PC4210CR000327;HONDA;CBR 600F;MOTOCICLETA;R CANTAGALO, 81 - VILA GOMES CARDIM - SÃO PAULO / SP;ZONA LESTE/SP;;
9/5/14 20:00;FIF5945;9C2SC6910DR000493;HONDA;CB 1000R;MOTOCICLETA;R OTÍLIA, 372 - VILA ESPERANÇA - SÃO PAULO / SP;ZONA LESTE/SP;;
11/5/14 8:59;FFL2201;JH2PC4093AK300320;HONDA;CBR 600RR ;MOTOCICLETA;Avenida Rotary, 295 - Centro - São Bernardo do Campo;ABCD/SP;;
13/5/14 22:03;EIE1576;96PZRAL13AFS00969;KAWASAKI ;Z750;MOTOCICLETA;AV. INTERLAGOS, 2000 -  SÃO PAULO/SP;ZONA SUL/SP;;
13/5/14 3:21;GIO2526;9BWDB05W68T164961;VW ;PARATI 1.6 SURF ;CARRO;RUA DOUTOR FRANCO DA ROCHA, ALTURA DO 610 - PERDIZES - SÃO PAULO.;ZONA NORTE/SP;;
14/5/14 14:09;EXB7130;9C2RD1410BR001040;HONDA;XL 700 V TRANSALP ;MOTOCICLETA;AVENIDA DO CURSINO ESQUINA COM RUA FRANCISCO DIAS, CURSINO, SÃO PAULO/SP;ZONA SUL/SP;;
15/5/14 5:25;FJA2763;9C2ND1110DR006152;HONDA;XRE 300;MOTOCICLETA;RUA PROFESSOR ANTÔNIO DA COSTA,66 - PARQUE MANDAQUI - SÃO PAULO/SP;ZONA NORTE/SP;;
15/5/14 11:15;EXC4508;9C2NC4310CR013867;HONDA;CB 300R;MOTOCICLETA;R PE. VIEIRA, 56 - JARDIM - SANTO ANDRÉ / SP;ABCD/SP;;
15/5/14 11:28;ECP2014;9C2ND07008R015351;HONDA;NX-4 FALCON  ;MOTOCICLETA;AV LINS DE VASCONCELOS, 1180 - CAMBUCI - SÃO PAULO / SP;ABCD/SP;;
19/5/14 13:29;FDQ6077;9C6KG0460D0000003;YAMAHA;FAZER250 BLUEFLEX ;MOTOCICLETA;Rua Dom João V, 196 - Lapa;ZONA OESTE/SP;;
20/5/14 13:25;EWG8262;9C2NC4310CR031055;HONDA ;CB 300R ;MOTOCICLETA;R BERING, 178 - JARDIM DO MAR - SÃO BERNARDO DO CAMPO / SP;ABCD/SP;;
20/5/14 19:22;MCG5052;9C2PC32002R000766;HONDA ;CB 500;MOTOCICLETA;RUA MAESTRO CARDIN ALT. Nº 563, LIBERDADE, SÃO PAULO-SP;CENTRO/SP;;
21/5/14 20:10;EKS5033;8AD3CRFJAG0073960;PEUGEOT;307;CARRO;R GAMA LOBO, 412 - VILA DOM PEDRO I - SÃO PAULO / SP;ZONA SUL/SP;;
21/5/14 20:48;EZB6089;96PZRJA19EFS00287;KAWASAKI;Z800;MOTOCICLETA;Marginal Pinheiros, 5320 - Morumbi - São Paulo - SP;ZONA SUL/SP;;
22/5/14 21:00;IQT7444;3GNFLME75AS577638;GM ;CAPTIVA;CARRO;ESTRADA DO RUFINO/DIADEMA - SP;ABCD/SP;;
24/5/14 17:30;EXB0730;LH2SC599XAK201044;HONDA;CBR 100RR;MOTOCICLETA;RUA DOURADA, 30 - VILA BRASILÂNDIA;ZONA NORTE/SP;;
26/5/14 14:20;DYN2025;9C6KM004070001378;YAMAHA;DRAG STAR XVS 650;MOTOCICLETA;R VINTE E OITO DE SETEMBRO, 646 - VILA DOM PEDRO I - SÃO PAULO / SP;ZONA SUL/SP;;
26/5/14 21:19;FKL2518;96PERCC13CFS00337;KAWASAKI;ER-6N;MOTOCICLETA;MAGINAL TIETE PROX A PONTE DO PIQUERI;ZONA NORTE/SP;;
27/5/14 11:10;CFY7034 ;95VD43L5DEM001938;DAFRA;NEXT 250 ;MOTOCICLETA;Rua Venâncio Aires, 1022 - Vila Pompéia;ZONA OESTE/SP;;
30/5/14 20:25;EXH5048;9C2PC4220CR001673;HONDA ;CB600F HORNET ;MOTOCICLETA;RUA CORONEL EDGARD PEREIRA ARMOND, ALTURA DO 200 - JD. MYRNA - SÃO PAULO SP;ZONA SUL/SP;;
31/5/14 18:19;EIA2503;93HFA6630AZ212449;HONDA;CIVIC LXS;CARRO;Rua João Rudge, 501 -  Casa Verde, São Paulo;ZONA NORTE/SP;;
1/6/14 17:13;ESE5022;96PERCF15DFSQ0028;KAWASAKI;ER-6N;MOTOCICLETA;Rua Pedrinópolis, 14 - Jardim São Gabriel, São Paulo-SP;ZONA LESTE/SP;;
2/6/14 11:00;FKJ7236;9C6KG0490E0011294;YAMAHA ;YS 250;MOTOCICLETA;Rua Estela, 515 - VILA MARIANA / SP;ZONA SUL/SP;;
3/6/14 7:16;DWY4189;JYARJ14F68A000076;YAMAHA;FZ6 FAZER N HG ;MOTOCICLETA; RUA ANGELO APARECIDO DOS SANTOS DIAS, 201;ZONA OESTE/SP;;
3/6/14 20:40;EXL5063;9C2PC4810ER501133;HONDA;CB 500;MOTOCICLETA;RUA PROFESSOR LEITÃO DA CUNHA, PARQUE REGINA - SÃO PAULO/SP;ZONA SUL/SP;;
5/6/14 10:42;ECJ5276 ;9C2ND07008R010419;HONDA;NX-4 FALCON ;MOTOCICLETA;R BELA CINTRA, 479 - CONSOLAÇÃO - SÃO PAULO / SP;CENTRO/SP;;
5/6/14 11:12;EFN8207;9C6KG0460B0003511;YAMAHA ;FAZER YS250 ;MOTOCICLETA;R DAS BANDEIRAS, 63 - JARDIM - SANTO ANDRÉ / SP;ABCD/SP;;
5/6/14 19:19;ECP2496;JYARN19588A000245;YAMAHA;YZF R1 ;MOTOCICLETA;RUA PARÁ, 160, JUNDIAÍ-SP;INTERIOR/SP;;
8/6/14 19:34;C???0387;9C2NC4910ER020387;HONDA;CB 300R ;MOTOCICLETA;RUA CRUZ DO ESPIRTO SANTO, ALTURA DO 36 - VILA CHABILANDIA - SÃO PAULO;ZONA LESTE/SP;;
11/6/14 11:22;EHR2509;9C2ND0910BR206732;HONDA;XRE 300;MOTOCICLETA;AL JAÚ, 1773 - JARDIM PAULISTA - SÃO PAULO / SP;CENTRO/SP;;
